cwe_id,name,weakness_abstraction,status,description,extended_description,background_details,comments
CWE-399,Resource Management Errors,NULL,Draft,Weaknesses in this category are related to improper management of system resources.,NULL,NULL,NULL
CWE-4,J2EE Environment Issues,NULL,Incomplete,J2EE framework related environment issues with security implications.,NULL,NULL,NULL
CWE-40,Path Traversal: '\\UNC\share\name\' (Windows UNC Share),Variant,Draft,An attacker can inject a Windows UNC share ('\\UNC\share\name') into a software system to potentially redirect access to an unintended location or arbitrary file.,NULL,NULL,NULL
CWE-400,Uncontrolled Resource Consumption,Class,Incomplete,"The software does not properly control the allocation and maintence of a limited resource thereby enabling an actor to influence the amount of resources consumed, eventually leading to the exhaustion of available resources.","Limited resources include memory, file system storage, database connection pool entries, and CPU. If an attacker can trigger the allocation of these limited resources, but the number or size of the resources is not controlled, then the attacker could cause a denial of service that consumes all available resources. This would prevent valid users from accessing the software, and it could potentially have an impact on the surrounding environment. For example, a memory exhaustion attack against an application could slow down the application as well as its host operating system.
            There are at least three distinct scenarios which can commonly lead to resource exhaustion:
            
               
                  Lack of throttling for the number of allocated recources
                  Losing all references to a resource before reaching the shutdown stage
                  Not closing/returning resource after processing
               
            
            Resource exhaustion problems are often result due to an incorrect implementation of the following situations:
            
               
                  Error conditions and other exceptional circumstances.
                  Confusion over which part of the program is responsible for releasing the resource.",NULL,NULL
CWE-401,Missing Release of Memory after Effective Lifetime,Variant,Draft,"The software does not sufficiently track and release allocated memory after it has been used, which slowly consumes remaining memory.","This is often triggered by improper handling of malformed data or unexpectedly interrupted sessions.  In some languages, developers are responsible for tracking memory allocation and releasing the memory.  If there are no more pointers or references to the memory, then it can no longer be tracked and identified for release.",NULL,NULL
CWE-402,Transmission of Private Resources into a New Sphere ('Resource Leak'),Class,Draft,The software makes resources available to untrusted parties when those resources are only intended to be accessed by the software.,NULL,NULL,NULL
CWE-403,Exposure of File Descriptor to Unintended Control Sphere ('File Descriptor Leak'),Base,Draft,"A process does not close sensitive file descriptors before invoking a child process, which allows the child to perform unauthorized I/O operations using those descriptors.","When a new process is forked or executed, the child process inherits any open file descriptors. When the child process has fewer privileges than the parent process, this might introduce a vulnerability if the child process can access the file descriptor but does not have the privileges to access the associated file.",NULL,NULL
CWE-404,Improper Resource Shutdown or Release,Class,Draft,The program does not release or incorrectly releases a resource before it is made available for re-use.,"When a resource is created or allocated, the developer is responsible for properly releasing the resource as well as accounting for all potential paths of expiration or invalidation, such as a set period of time or revocation.",NULL,NULL
CWE-405,Asymmetric Resource Consumption (Amplification),Class,Incomplete,Software that does not appropriately monitor or control resource consumption can lead to adverse system performance.,"This situation is amplified if the software allows malicious users or attackers to consume more resources than their access level permits. Exploiting such a weakness can lead to asymmetric resource consumption, aiding in amplification attacks against the system or the network.",NULL,NULL
CWE-406,Insufficient Control of Network Message Volume (Network Amplification),Class,Incomplete,"The software does not sufficiently monitor or control transmitted network traffic volume, so that an actor can cause the software to transmit more traffic than should be allowed for that actor.","In the absence of a policy to restrict asymmetric resource consumption, the application or system cannot distinguish between legitimate transmissions and traffic intended to serve as an amplifying attack on target systems. Systems can often be configured to restrict the amount of traffic sent out on behalf of a client, based on the client's origin or access level. This is usually defined in a resource allocation policy. In the absence of a mechanism to keep track of transmissions, the system or application can be easily abused to transmit asymmetrically greater traffic than the request or client should be permitted to.",NULL,NULL
CWE-407,Inefficient Algorithmic Complexity,Class,Incomplete,"An algorithm in a product has an inefficient worst-case computational complexity that may be detrimental to system performance and can be triggered by an attacker, typically using crafted manipulations that ensure that the worst case is being reached.",NULL,NULL,NULL
CWE-408,Incorrect Behavior Order: Early Amplification,Base,Draft,The software allows an entity to perform a legitimate but expensive operation before authentication or authorization has taken place.,NULL,NULL,NULL
CWE-409,Improper Handling of Highly Compressed Data (Data Amplification),Base,Incomplete,The software does not handle or incorrectly handles a compressed input with a very high compression ratio that produces a large output.,"An example of data amplification is a ""decompression bomb,"" a small ZIP file that can produce a large amount of data when it is decompressed.",NULL,NULL
CWE-41,Improper Resolution of Path Equivalence,Base,Incomplete,The system or application is vulnerable to file system contents disclosure through path equivalence. Path equivalence involves the use of special characters in file and directory names. The associated manipulations are intended to generate multiple names for the same object.,"Path equivalence is usually employed in order to circumvent access controls expressed using an incomplete set of file name or file path representations. This is different from path traversal, wherein the manipulations are performed to generate a name for a different object.",NULL,NULL
CWE-410,Insufficient Resource Pool,Base,Incomplete,"The software's resource pool is not large enough to handle peak demand, which allows an attacker to prevent others from accessing the resource by using a (relatively) large number of requests for resources.","Frequently the consequence is a ""flood"" of connection or sessions.",NULL,NULL
CWE-411,Resource Locking Problems,NULL,Draft,Weaknesses in this category are related to improper handling of locks that are used to control access to resources.,NULL,NULL,NULL
CWE-412,Unrestricted Externally Accessible Lock,Base,Incomplete,"The software properly checks for the existence of a lock, but the lock can be externally controlled or influenced by an actor that is outside of the intended sphere of control.","This prevents the software from acting on associated resources or performing other behaviors that are controlled by the presence of the lock. Relevant locks might include an exclusive lock or mutex, or modifying a shared resource that is treated as a lock. If the lock can be held for an indefinite period of time, then the denial of service could be permanent.",NULL,NULL
CWE-413,Improper Resource Locking,Base,Draft,The software does not lock or does not correctly lock a resource when the software must have exclusive access to the resource.,"When a resource is not properly locked, an attacker could modify the resource while it is being operated on by the software. This might violate the software's assumption that the resource will not change, potentially leading to unexpected behaviors.",NULL,NULL
CWE-414,Missing Lock Check,Base,Draft,A product does not check to see if a lock is present before performing sensitive operations on a resource.,NULL,NULL,NULL
CWE-415,Double Free,Variant,Draft,"The product calls free() twice on the same memory address, potentially leading to modification of unexpected memory locations.","When a program calls free() twice with the same argument, the program's memory management data structures become corrupted. This corruption can cause the program to crash or, in some circumstances, cause two later calls to malloc() to return the same pointer. If malloc() returns the same value twice and the program later gives the attacker control over the data that is written into this doubly-allocated memory, the program becomes vulnerable to a buffer overflow attack.",NULL,NULL
CWE-416,Use After Free,Variant,Draft,"Referencing memory after it has been freed can cause a program to crash, use unexpected values, or execute code.","The use of previously-freed memory can have any number of adverse consequences, ranging from the corruption of valid data to the execution of arbitrary code, depending on the instantiation and timing of the flaw. The simplest way data corruption may occur involves the system's reuse of the freed memory. Use-after-free errors have two common and sometimes overlapping causes:
            
               
                  Error conditions and other exceptional circumstances.
                  Confusion over which part of the program is responsible for freeing the memory.
               
            
            In this scenario, the memory in question is allocated to another pointer validly at some point after it has been freed. The original pointer to the freed memory is used again and points to somewhere within the new allocation. As the data is changed, it corrupts the validly used memory; this induces undefined behavior in the process.
            If the newly allocated data chances to hold a class, in C++ for example, various function pointers may be scattered within the heap data. If one of these function pointers is overwritten with an address to valid shellcode, execution of arbitrary code can be achieved.",NULL,NULL
CWE-417,Channel and Path Errors,NULL,Draft,Weaknesses in this category are related to improper handling of communication channels and access paths.,NULL,NULL,NULL
CWE-418,DEPRECATED: Channel Errors,NULL,Deprecated,This category has been deprecated because it redundant with the grouping provided by CWE-417.,NULL,NULL,NULL
CWE-419,Unprotected Primary Channel,Base,Draft,"The software uses a primary channel for administration or restricted functionality, but it does not properly protect the channel.",NULL,NULL,NULL
CWE-42,Path Equivalence: 'filename.' (Trailing Dot),Variant,Incomplete,A software system that accepts path input in the form of trailing dot ('filedir.') without appropriate validation can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.,NULL,NULL,NULL
CWE-420,Unprotected Alternate Channel,Base,Draft,"The software protects a primary channel, but it does not use the same level of protection for an alternate channel.",NULL,NULL,NULL
CWE-421,Race Condition During Access to Alternate Channel,Base,Draft,"The product opens an alternate channel to communicate with an authorized user, but the channel is accessible to other actors.",This creates a race condition that allows an attacker to access the channel before the authorized user does.,NULL,NULL
CWE-422,Unprotected Windows Messaging Channel ('Shatter'),Variant,Draft,"The software does not properly verify the source of a message in the Windows Messaging System while running at elevated privileges, creating an alternate channel through which an attacker can directly send a message to the product.",NULL,NULL,NULL
CWE-423,DEPRECATED (Duplicate): Proxied Trusted Channel,Base,Deprecated,This entry has been deprecated because it was a duplicate of CWE-441. All content has been transferred to CWE-441.,NULL,NULL,NULL
CWE-424,Improper Protection of Alternate Path,Class,Draft,The product does not sufficiently protect all possible paths that a user can take to access restricted functionality or resources.,NULL,NULL,NULL
CWE-425,Direct Request ('Forced Browsing'),Base,Incomplete,"The web application does not adequately enforce appropriate authorization on all restricted URLs, scripts, or files.",Web applications susceptible to direct request attacks often make the false assumption that such resources can only be reached through a given navigation path and so only apply authorization at certain points in the path.,NULL,NULL
CWE-426,Untrusted Search Path,Base,Draft,The application searches for critical resources using an externally-supplied search path that can point to resources that are not under the application's direct control.,"This might allow attackers to execute their own programs, access unauthorized data files, or modify configuration in unexpected ways. If the application uses a search path to locate critical resources such as programs, then an attacker could modify that search path to point to a malicious program, which the targeted application would then execute. The problem extends to any type of critical resource that the application trusts.
            Some of the most common variants of untrusted search path are:
            
               
                  In various UNIX and Linux-based systems, the PATH environment variable may be consulted to locate executable programs, and LD_PRELOAD may be used to locate a separate library.
                  In various Microsoft-based systems, the PATH environment variable is consulted to locate a DLL, if the DLL is not found in other paths that appear earlier in the search order.",NULL,NULL
CWE-427,Uncontrolled Search Path Element,Base,Draft,"The product uses a fixed or controlled search path to find resources, but one or more locations in that path can be under the control of unintended actors.","Although this weakness can occur with any type of resource, it is frequently introduced when a product uses a directory search path to find executables or code libraries, but the path contains a directory that can be modified by an attacker, such as ""/tmp"" or the current working directory.
            In Windows-based systems, when the LoadLibrary or LoadLibraryEx function is called with a DLL name that does not contain a fully qualified path, the function follows a search order that includes two path elements that might be uncontrolled:
            
               
                  the directory from which the program has been loaded
                  the current working directory.
               
            
            In some cases, the attack can be conducted remotely, such as when SMB or WebDAV network shares are used.
            In some Unix-based systems, a PATH might be created that contains an empty element, e.g. by splicing an empty variable into the PATH. This empty element can be interpreted as equivalent to the current working directory, which might be an untrusted search element.",NULL,NULL
CWE-428,Unquoted Search Path or Element,Base,Draft,"The product uses a search path that contains an unquoted element, in which the element contains whitespace or other separators. This can cause the product to access resources in a parent path.","If a malicious individual has access to the file system, it is possible to elevate privileges by inserting such a file as ""C:\Program.exe"" to be run by a privileged program making use of WinExec.",NULL,NULL
CWE-429,Handler Errors,NULL,Draft,Weaknesses in this category are related to improper management of handlers.,NULL,NULL,NULL
CWE-43,Path Equivalence: 'filename....' (Multiple Trailing Dot),Variant,Incomplete,A software system that accepts path input in the form of multiple trailing dot ('filedir....') without appropriate validation can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.,NULL,NULL,NULL
CWE-430,Deployment of Wrong Handler,Base,Incomplete,"The wrong ""handler"" is assigned to process an object.","An example of deploying the wrong handler would be calling a servlet to reveal source code of a .JSP file, or automatically ""determining"" type of the object even if it is contradictory to an explicitly specified type.",NULL,NULL
CWE-431,Missing Handler,Base,Draft,A handler is not available or implemented.,"When an exception is thrown and not caught, the process has given up an opportunity to decide if a given failure or event is worth a change in execution.",NULL,NULL
CWE-432,Dangerous Signal Handler not Disabled During Sensitive Operations,Base,Draft,"The application uses a signal handler that shares state with other signal handlers, but it does not properly mask or prevent those signal handlers from being invoked while the original signal handler is still running.","During the execution of a signal handler, it can be interrupted by another handler when a different signal is sent. If the two handlers share state - such as global variables - then an attacker can corrupt the state by sending another signal before the first handler has completed execution.",NULL,NULL
CWE-433,Unparsed Raw Web Content Delivery,Variant,Incomplete,The software stores raw content or supporting code under the web document root with an extension that is not specifically handled by the server.,"If code is stored in a file with an extension such as "".inc"" or "".pl"", and the web server does not have a handler for that extension, then the server will likely send the contents of the file directly to the requester without the pre-processing that was expected. When that file contains sensitive information such as database credentials, this may allow the attacker to compromise the application or associated components.",NULL,NULL
CWE-434,Unrestricted Upload of File with Dangerous Type,Base,Draft,The software allows the attacker to upload or transfer files of dangerous types that can be automatically processed within the product's environment.,NULL,NULL,NULL
CWE-435,Improper Interaction Between Multiple Correctly-Behaving Entities,Class,Draft,"An interaction error occurs when two entities have correct behavior when running independently of each other, but when they are integrated as components in a larger system or process, they introduce incorrect behaviors that may cause resultant weaknesses.","When a system or process combines multiple independent components, this often produces new, emergent behaviors at the system level.  However, if the interactions between these components are not fully accounted for, some of the emergent behaviors can be incorrect or even insecure.",NULL,NULL
CWE-436,Interpretation Conflict,Class,Incomplete,"Product A handles inputs or steps differently than Product B, which causes A to perform incorrect actions based on its perception of B's state.","This is generally found in proxies, firewalls, anti-virus software, and other intermediary devices that monitor, allow, deny, or modify traffic based on how the client or server is expected to behave.",NULL,NULL
CWE-437,Incomplete Model of Endpoint Features,Base,Incomplete,"A product acts as an intermediary or monitor between two or more endpoints, but it does not have a complete model of an endpoint's features, behaviors, or state, potentially causing the product to perform incorrect actions based on this incomplete model.",NULL,NULL,NULL
CWE-438,Behavioral Problems,NULL,Draft,Weaknesses in this category are related to unexpected behaviors from code that an application uses.,NULL,NULL,NULL
CWE-439,Behavioral Change in New Version or Environment,Base,Draft,"A's behavior or functionality changes with a new version of A, or a new environment, which is not known (or manageable) by B.",NULL,NULL,NULL
CWE-44,Path Equivalence: 'file.name' (Internal Dot),Variant,Incomplete,A software system that accepts path input in the form of internal dot ('file.ordir') without appropriate validation can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.,NULL,NULL,NULL
CWE-440,Expected Behavior Violation,Base,Draft,"A feature, API, or function being used by a product behaves differently than the product expects.",NULL,NULL,NULL
CWE-441,Unintended Proxy or Intermediary ('Confused Deputy'),Class,Draft,"The software receives a request, message, or directive from an upstream component, but the software does not sufficiently preserve the original source of the request before forwarding the request to an external actor that is outside of the software's control sphere. This causes the software to appear to be the source of the request, leading it to act as a proxy or other intermediary between the upstream component and the external actor.","If an attacker cannot directly contact a target, but the software has access to the target, then the attacker can send a request to the software and have it be forwarded from the target. The request would appear to be coming from the software's system, not the attacker's system. As a result, the attacker can bypass access controls (such as firewalls) or hide the source of malicious requests, since the requests would not be coming directly from the attacker.
            Since proxy functionality and message-forwarding often serve a legitimate purpose, this issue only becomes a vulnerability when:
            
               
                  The software runs with different privileges or on a different system, or otherwise has different levels of access than the upstream component;
                  The attacker is prevented from making the request directly to the target; and
                  The attacker can create a request that the proxy does not explicitly intend to be forwarded on the behalf of the requester. Such a request might point to an unexpected hostname, port number, or service. Or, the request might be sent to an allowed service, but the request could contain disallowed directives, commands, or resources.",NULL,NULL
CWE-442,Web Problems,NULL,Draft,Weaknesses in this category are related to World Wide Web technology.,NULL,NULL,NULL
CWE-443,DEPRECATED (Duplicate): HTTP response splitting,Base,Deprecated,This weakness can be found at CWE-113.,NULL,NULL,NULL
CWE-444,Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling'),Base,Incomplete,"When malformed or abnormal HTTP requests are interpreted by one or more entities in the data flow between the user and the web server, such as a proxy or firewall, they can be interpreted inconsistently, allowing the attacker to ""smuggle"" a request to one device without the other device being aware of it.",NULL,NULL,NULL
CWE-445,DEPRECATED: User Interface Errors,NULL,Deprecated,This weakness has been deprecated because it was a duplicate of CWE-355. All content has been transferred to CWE-355.,NULL,NULL,NULL
CWE-446,UI Discrepancy for Security Feature,Base,Incomplete,"The user interface does not correctly enable or configure a security feature, but the interface provides feedback that causes the user to believe that the feature is in a secure state.","When the user interface does not properly reflect what the user asks of it, then it can lead the user into a false sense of security. For example, the user might check a box to enable a security option to enable encrypted communications, but the software does not actually enable the encryption. Alternately, the user might provide a ""restrict ALL'"" access control rule, but the software only implements ""restrict SOME"".",NULL,NULL
CWE-447,Unimplemented or Unsupported Feature in UI,Base,Draft,"A UI function for a security feature appears to be supported and gives feedback to the user that suggests that it is supported, but the underlying functionality is not implemented.",NULL,NULL,NULL
CWE-448,Obsolete Feature in UI,Base,Draft,A UI function is obsolete and the product does not warn the user.,NULL,NULL,NULL
CWE-449,The UI Performs the Wrong Action,Base,Incomplete,The UI performs the wrong action with respect to the user's request.,NULL,NULL,NULL
CWE-45,Path Equivalence: 'file...name' (Multiple Internal Dot),Variant,Incomplete,A software system that accepts path input in the form of multiple internal dot ('file...dir') without appropriate validation can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.,NULL,NULL,NULL
CWE-450,Multiple Interpretations of UI Input,Base,Draft,The UI has multiple interpretations of user input but does not prompt the user when it selects the less secure interpretation.,NULL,NULL,NULL
CWE-451,User Interface (UI) Misrepresentation of Critical Information,Class,Draft,"The user interface (UI) does not properly represent critical information to the user, allowing the information - or its source - to be obscured or spoofed. This is often a component in phishing attacks.","If an attacker can cause the UI to display erroneous data, or to otherwise convince the user to display information that appears to come from a trusted source, then the attacker could trick the user into performing the wrong action. This is often a component in phishing attacks, but other kinds of problems exist. For example, if the UI is used to monitor the security state of a system or network, then omitting or obscuring an important indicator could prevent the user from detecting and reacting to a security-critical event.
            UI misrepresentation can take many forms:
            
               
                  Incorrect indicator: incorrect information is displayed, which prevents the user from understanding the true state of the software or the environment the software is monitoring, especially of potentially-dangerous conditions or operations. This can be broken down into several different subtypes.
                  Overlay: an area of the display is intended to give critical information, but another process can modify the display by overlaying another element on top of it. The user is not interacting with the expected portion of the user interface. This is the problem that enables clickjacking attacks, although many other types of attacks exist that involve overlay.
                  Icon manipulation: the wrong icon, or the wrong color indicator, can be influenced (such as making a dangerous .EXE executable look like a harmless .GIF)
                  Timing: the software is performing a state transition or context switch that is presented to the user with an indicator, but a race condition can cause the wrong indicator to be used before the product has fully switched context. The race window could be extended indefinitely if the attacker can trigger an error.
                  Visual truncation: important information could be truncated from the display, such as a long filename with a dangerous extension that is not displayed in the GUI because the malicious portion is truncated. The use of excessive whitespace can also cause truncation, or place the potentially-dangerous indicator outside of the user's field of view (e.g. ""filename.txt .exe""). A different type of truncation can occur when a portion of the information is removed due to reasons other than length, such as the accidental insertion of an end-of-input marker in the middle of an input, such as a NUL byte in a C-style string.
                  Visual distinction: visual information might be presented in a way that makes it difficult for the user to quickly and correctly distinguish between critical and unimportant segments of the display.
                  Homographs: letters from different character sets, fonts, or languages can appear very similar (i.e. may be visually equivalent) in a way that causes the human user to misread the text (for example, to conduct phishing attacks to trick a user into visiting a malicious web site with a visually-similar name as a trusted site). This can be regarded as a type of visual distinction issue.",NULL,NULL
CWE-452,Initialization and Cleanup Errors,NULL,Draft,Weaknesses in this category occur in behaviors that are used for initialization and breakdown.,NULL,NULL,NULL
CWE-453,Insecure Default Variable Initialization,Variant,Draft,"The software, by default, initializes an internal variable with an insecure or less secure value than is possible.",NULL,NULL,NULL
CWE-454,External Initialization of Trusted Variables or Data Stores,Base,Draft,The software initializes critical internal variables or data stores using inputs that can be modified by untrusted actors.,"A software system should be reluctant to trust variables that have been initialized outside of its trust boundary, especially if they are initialized by users. The variables may have been initialized incorrectly. If an attacker can initialize the variable, then they can influence what the vulnerable system will do.",NULL,NULL
CWE-455,Non-exit on Failed Initialization,Base,Draft,"The software does not exit or otherwise modify its operation when security-relevant errors occur during initialization, such as when a configuration file has a format error, which can cause the software to execute in a less secure fashion than intended by the administrator.",NULL,NULL,NULL
CWE-456,Missing Initialization of a Variable,Variant,Draft,"The software does not initialize critical variables, which causes the execution environment to use unexpected values.",NULL,NULL,NULL
CWE-457,Use of Uninitialized Variable,Base,Draft,"The code uses a variable that has not been initialized, leading to unpredictable or unintended results.","In some languages such as C and C++, stack variables are not initialized by default. They generally contain junk data with the contents of stack memory before the function was invoked. An attacker can sometimes control or read these contents. In other languages or conditions, a variable that is not explicitly initialized can be given a default value that has security implications, depending on the logic of the program. The presence of an uninitialized variable can sometimes indicate a typographic error in the code.",NULL,NULL
CWE-458,DEPRECATED: Incorrect Initialization,Base,Deprecated,"This weakness has been deprecated because its name and description did not match. The description duplicated CWE-454, while the name suggested a more abstract initialization problem. Please refer to CWE-665 for the more abstract problem.",NULL,NULL,NULL
CWE-459,Incomplete Cleanup,Base,Draft,"The software does not properly ""clean up"" and remove temporary or supporting resources after they have been used.",NULL,NULL,NULL
CWE-46,Path Equivalence: 'filename ' (Trailing Space),Variant,Incomplete,A software system that accepts path input in the form of trailing space ('filedir ') without appropriate validation can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.,NULL,NULL,NULL
CWE-460,Improper Cleanup on Thrown Exception,Variant,Draft,"The product does not clean up its state or incorrectly cleans up its state when an exception is thrown, leading to unexpected state or control flow.","Often, when functions or loops become complicated, some level of resource cleanup is needed throughout execution. Exceptions can disturb the flow of the code and prevent the necessary cleanup from happening.",NULL,NULL
CWE-461,Data Structure Issues,NULL,Draft,Weaknesses in this category are related to improper handling of specific data structures.,NULL,NULL,NULL
CWE-462,Duplicate Key in Associative List (Alist),Base,Incomplete,Duplicate keys in associative lists can lead to non-unique keys being mistaken for an error.,"A duplicate key entry -- if the alist is designed properly -- could be used as a constant time replace function. However, duplicate key entries could be inserted by mistake. Because of this ambiguity, duplicate key entries in an association list are not recommended and should not be allowed.",NULL,NULL
CWE-463,Deletion of Data Structure Sentinel,Base,Incomplete,The accidental deletion of a data-structure sentinel can cause serious programming logic problems.,"Often times data-structure sentinels are used to mark structure of the data structure. A common example of this is the null character at the end of strings. Another common example is linked lists which may contain a sentinel to mark the end of the list. It is dangerous to allow this type of control data to be easily accessible. Therefore, it is important to protect from the deletion or modification outside of some wrapper interface which provides safety.",NULL,NULL
CWE-464,Addition of Data Structure Sentinel,Base,Incomplete,The accidental addition of a data-structure sentinel can cause serious programming logic problems.,"Data-structure sentinels are often used to mark the structure of data. A common example of this is the null character at the end of strings or a special sentinel to mark the end of a linked list. It is dangerous to allow this type of control data to be easily accessible. Therefore, it is important to protect from the addition or modification of sentinels.",NULL,NULL
CWE-465,Pointer Issues,NULL,Draft,Weaknesses in this category are related to improper handling of pointers.,NULL,NULL,NULL
CWE-466,Return of Pointer Value Outside of Expected Range,Base,Draft,A function can return a pointer to memory that is outside of the buffer that the pointer is expected to reference.,NULL,NULL,NULL
CWE-467,Use of sizeof() on a Pointer Type,Variant,Draft,"The code calls sizeof() on a malloced pointer type, which always returns the wordsize/8. This can produce an unexpected result if the programmer intended to determine how much memory has been allocated.","The use of sizeof() on a pointer can sometimes generate useful information. An obvious case is to find out the wordsize on a platform. More often than not, the appearance of sizeof(pointer) indicates a bug.",NULL,NULL
CWE-468,Incorrect Pointer Scaling,Base,Incomplete,"In C and C++, one may often accidentally refer to the wrong memory due to the semantics of when math operations are implicitly scaled.",NULL,NULL,NULL
CWE-469,Use of Pointer Subtraction to Determine Size,Base,Draft,"The application subtracts one pointer from another in order to determine size, but this calculation can be incorrect if the pointers do not exist in the same memory chunk.",NULL,NULL,NULL
CWE-47,Path Equivalence: ' filename' (Leading Space),Variant,Incomplete,A software system that accepts path input in the form of leading space (' filedir') without appropriate validation can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.,NULL,NULL,NULL
CWE-470,Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection'),Base,Draft,"The application uses external input with reflection to select which classes or code to use, but it does not sufficiently prevent the input from selecting improper classes or code.","If the application uses external inputs to determine which class to instantiate or which method to invoke, then an attacker could supply values to select unexpected classes or methods. If this occurs, then the attacker could create control flow paths that were not intended by the developer. These paths could bypass authentication or access control checks, or otherwise cause the application to behave in an unexpected manner. This situation becomes a doomsday scenario if the attacker can upload files into a location that appears on the application's classpath (CWE-427) or add new entries to the application's classpath (CWE-426). Under either of these conditions, the attacker can use reflection to introduce new, malicious behavior into the application.",NULL,NULL
CWE-471,Modification of Assumed-Immutable Data (MAID),Base,Draft,The software does not properly protect an assumed-immutable element from being modified by an attacker.,"This occurs when a particular input is critical enough to the functioning of the application that it should not be modifiable at all, but it is. Certain resources are often assumed to be immutable when they are not, such as hidden form fields in web applications, cookies, and reverse DNS lookups.",NULL,NULL
CWE-472,External Control of Assumed-Immutable Web Parameter,Base,Draft,"The web application does not sufficiently verify inputs that are assumed to be immutable but are actually externally controllable, such as hidden form fields.","If a web product does not properly protect assumed-immutable values from modification in hidden form fields, parameters, cookies, or URLs, this can lead to modification of critical data. Web applications often mistakenly make the assumption that data passed to the client in hidden fields or cookies is not susceptible to tampering. Improper validation of data that are user-controllable can lead to the application processing incorrect, and often malicious, input.
            For example, custom cookies commonly store session data or persistent data across sessions. This kind of session data is normally involved in security related decisions on the server side, such as user authentication and access control. Thus, the cookies might contain sensitive data such as user credentials and privileges. This is a dangerous practice, as it can often lead to improper reliance on the value of the client-provided cookie by the server side application.",NULL,NULL
CWE-473,PHP External Variable Modification,Variant,Draft,"A PHP application does not properly protect against the modification of variables from external sources, such as query parameters or cookies. This can expose the application to numerous weaknesses that would not exist otherwise.",NULL,NULL,NULL
CWE-474,Use of Function with Inconsistent Implementations,Base,Draft,The code uses a function that has inconsistent implementations across operating systems and versions.,"The use of inconsistent implementations can cause changes in behavior when the code is ported or built under a different environment than the programmer expects, which can lead to security problems in some cases.
            The implementation of many functions varies by platform, and at times, even by different versions of the same platform. Implementation differences can include:
            
               
                  Slight differences in the way parameters are interpreted leading to inconsistent results.
                  Some implementations of the function carry significant security risks.
                  The function might not be defined on all platforms.
                  The function might change which return codes it can provide, or change the meaning of its return codes.",NULL,NULL
CWE-475,Undefined Behavior for Input to API,Base,Incomplete,The behavior of this function is undefined unless its control parameter is set to a specific value.,NULL,NULL,NULL
CWE-476,NULL Pointer Dereference,Base,Draft,"A NULL pointer dereference occurs when the application dereferences a pointer that it expects to be valid, but is NULL, typically causing a crash or exit.","NULL pointer dereference issues can occur through a number of flaws, including race conditions, and simple programming omissions.",NULL,NULL
CWE-477,Use of Obsolete Function,Base,Draft,"The code uses deprecated or obsolete functions, which suggests that the code has not been actively reviewed or maintained.","As programming languages evolve, functions occasionally become obsolete due to:
            
               
                  Advances in the language
                  Improved understanding of how operations should be performed effectively and securely
                  Changes in the conventions that govern certain operations
               
            
            Functions that are removed are usually replaced by newer counterparts that perform the same task in some different and hopefully improved way.",NULL,NULL
CWE-478,Missing Default Case in Switch Statement,Variant,Draft,"The code does not have a default case in a switch statement, which might lead to complex logical errors and resultant weaknesses.","This flaw represents a common problem in software development, in which not all possible values for a variable are considered or handled by a given process. Because of this, further decisions are made based on poor information, and cascading failure results. This cascading failure may result in any number of security issues, and constitutes a significant failure in the system.",NULL,NULL
CWE-479,Signal Handler Use of a Non-reentrant Function,Variant,Draft,The program defines a signal handler that calls a non-reentrant function.,"Non-reentrant functions are functions that cannot safely be called, interrupted, and then recalled before the first call has finished without resulting in memory corruption. This can lead to an unexpected system state an unpredictable results with a variety of potential consequences depending on context, including denial of service and code execution.
            Many functions are not reentrant, but some of them can result in the corruption of memory if they are used in a signal handler. The function call syslog() is an example of this. In order to perform its functionality, it allocates a small amount of memory as ""scratch space."" If syslog() is suspended by a signal call and the signal handler calls syslog(), the memory used by both of these functions enters an undefined, and possibly, exploitable state. Implementations of malloc() and free() manage metadata in global structures in order to track which memory is allocated versus which memory is available, but they are non-reentrant. Simultaneous calls to these functions can cause corruption of the metadata.",NULL,NULL
CWE-48,Path Equivalence: 'file name' (Internal Whitespace),Variant,Incomplete,A software system that accepts path input in the form of internal space ('file(SPACE)name') without appropriate validation can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.,NULL,NULL,NULL
CWE-480,Use of Incorrect Operator,Base,Draft,"The programmer accidentally uses the wrong operator, which changes the application logic in security-relevant ways.",These types of errors are generally the result of a typo.,NULL,NULL
CWE-481,Assigning instead of Comparing,Variant,Draft,The code uses an operator for assignment when the intention was to perform a comparison.,"In many languages the compare statement is very close in appearance to the assignment statement and are often confused. This bug is generally the result of a typo and usually causes obvious problems with program execution. If the comparison is in an if statement, the if statement will usually evaluate the value of the right-hand side of the predicate.",NULL,NULL
